zip_member,class_name,label,session,fold
shipsear_5s_16k/0/0_0/0_0_50.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_51.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_52.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_6.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_7.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_8.wav,A,0,0_0,0
shipsear_5s_16k/0/0_0/0_0_9.wav,A,0,0_0,0
shipsear_5s_16k/0/0_1/0_1_1.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_10.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_100.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_101.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_11.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_12.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_13.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_14.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_15.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_16.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_17.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_18.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_19.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_2.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_20.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_21.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_22.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_23.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_24.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_25.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_26.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_27.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_28.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_29.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_3.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_30.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_31.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_32.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_33.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_34.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_35.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_36.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_37.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_38.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_39.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_4.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_40.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_41.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_42.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_43.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_44.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_45.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_46.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_47.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_48.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_49.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_5.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_50.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_51.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_52.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_53.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_54.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_55.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_56.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_57.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_58.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_59.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_6.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_60.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_61.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_62.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_63.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_64.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_65.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_66.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_67.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_68.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_69.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_7.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_70.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_71.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_72.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_73.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_74.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_75.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_76.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_77.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_78.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_79.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_8.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_80.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_81.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_82.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_83.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_84.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_85.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_86.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_87.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_88.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_89.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_9.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_90.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_91.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_92.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_93.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_94.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_95.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_96.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_97.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_98.wav,A,0,0_1,1
shipsear_5s_16k/0/0_1/0_1_99.wav,A,0,0_1,1
shipsear_5s_16k/0/0_2/0_2_1.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_10.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_100.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_101.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_102.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_103.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_104.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_105.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_106.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_107.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_108.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_109.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_11.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_110.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_111.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_112.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_113.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_114.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_115.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_116.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_117.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_118.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_119.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_12.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_120.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_121.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_122.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_123.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_124.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_125.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_126.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_127.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_128.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_129.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_13.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_130.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_131.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_132.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_133.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_134.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_135.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_136.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_137.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_138.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_139.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_14.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_140.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_141.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_142.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_143.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_144.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_15.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_16.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_17.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_18.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_19.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_2.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_20.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_21.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_22.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_23.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_24.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_25.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_26.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_27.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_28.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_29.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_3.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_30.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_31.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_32.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_33.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_34.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_35.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_36.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_37.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_38.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_39.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_4.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_40.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_41.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_42.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_43.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_44.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_45.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_46.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_47.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_48.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_49.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_5.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_50.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_51.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_52.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_53.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_54.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_55.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_56.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_57.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_58.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_59.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_6.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_60.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_61.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_62.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_63.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_64.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_65.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_66.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_67.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_68.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_69.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_7.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_70.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_71.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_72.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_73.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_74.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_75.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_76.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_77.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_78.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_79.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_8.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_80.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_81.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_82.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_83.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_84.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_85.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_86.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_87.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_88.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_89.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_9.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_90.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_91.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_92.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_93.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_94.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_95.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_96.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_97.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_98.wav,A,0,0_2,2
shipsear_5s_16k/0/0_2/0_2_99.wav,A,0,0_2,2
shipsear_5s_16k/0/0_3/0_3_1.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_10.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_11.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_12.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_13.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_14.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_15.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_16.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_17.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_18.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_19.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_2.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_20.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_21.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_22.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_23.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_24.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_25.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_26.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_27.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_28.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_29.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_3.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_30.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_31.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_32.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_4.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_5.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_6.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_7.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_8.wav,A,0,0_3,3
shipsear_5s_16k/0/0_3/0_3_9.wav,A,0,0_3,3
shipsear_5s_16k/0/0_4/0_4_1.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_10.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_11.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_12.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_13.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_14.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_15.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_16.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_17.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_18.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_19.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_2.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_20.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_21.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_22.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_23.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_24.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_25.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_26.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_27.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_28.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_29.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_3.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_30.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_31.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_32.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_33.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_34.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_35.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_36.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_37.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_38.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_39.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_4.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_40.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_5.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_6.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_7.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_8.wav,A,0,0_4,4
shipsear_5s_16k/0/0_4/0_4_9.wav,A,0,0_4,4
shipsear_5s_16k/1/1_0/1_0_1.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_10.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_100.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_101.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_102.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_103.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_104.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_105.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_106.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_107.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_108.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_109.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_11.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_110.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_111.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_112.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_113.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_114.wav,B,1,1_0,5
shipsear_5s_16k/1/1_0/1_0_115.wav,B,1,1_0,5
