file,row_index,slice_file_name,fsID,classID,soundevent,fold
/scratch/pdoshi/audio_comp/urbansound8k_audio/00069_air_conditioner.wav,69,101729-0-0-12.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00070_air_conditioner.wav,70,101729-0-0-13.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00071_air_conditioner.wav,71,101729-0-0-14.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00072_air_conditioner.wav,72,101729-0-0-16.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00073_air_conditioner.wav,73,101729-0-0-17.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00074_air_conditioner.wav,74,101729-0-0-18.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00075_air_conditioner.wav,75,101729-0-0-19.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00076_air_conditioner.wav,76,101729-0-0-21.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00077_air_conditioner.wav,77,101729-0-0-22.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00078_air_conditioner.wav,78,101729-0-0-23.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00079_air_conditioner.wav,79,101729-0-0-24.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00080_air_conditioner.wav,80,101729-0-0-26.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00081_air_conditioner.wav,81,101729-0-0-28.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00082_air_conditioner.wav,82,101729-0-0-29.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00083_air_conditioner.wav,83,101729-0-0-3.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00084_air_conditioner.wav,84,101729-0-0-32.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00085_air_conditioner.wav,85,101729-0-0-33.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00086_air_conditioner.wav,86,101729-0-0-36.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00087_air_conditioner.wav,87,101729-0-0-37.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00088_air_conditioner.wav,88,101729-0-0-38.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00089_air_conditioner.wav,89,101729-0-0-39.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00090_air_conditioner.wav,90,101729-0-0-4.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00091_air_conditioner.wav,91,101729-0-0-40.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00092_air_conditioner.wav,92,101729-0-0-6.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00093_air_conditioner.wav,93,101729-0-0-9.wav,101729,0,air_conditioner,9
/scratch/pdoshi/audio_comp/urbansound8k_audio/00094_street_music.wav,94,101848-9-0-0.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00095_street_music.wav,95,101848-9-0-1.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00096_street_music.wav,96,101848-9-0-2.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00097_street_music.wav,97,101848-9-0-3.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00098_street_music.wav,98,101848-9-0-8.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00099_street_music.wav,99,101848-9-0-9.wav,101848,9,street_music,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00100_dog_bark.wav,100,102102-3-0-0.wav,102102,3,dog_bark,4
/scratch/pdoshi/audio_comp/urbansound8k_audio/00101_dog_bark.wav,101,102103-3-0-0.wav,102103,3,dog_bark,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00102_dog_bark.wav,102,102103-3-1-0.wav,102103,3,dog_bark,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00103_dog_bark.wav,103,102104-3-0-0.wav,102104,3,dog_bark,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00104_dog_bark.wav,104,102105-3-0-0.wav,102105,3,dog_bark,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00105_dog_bark.wav,105,102106-3-0-0.wav,102106,3,dog_bark,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00106_gun_shot.wav,106,102305-6-0-0.wav,102305,6,gun_shot,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00107_dog_bark.wav,107,102547-3-0-2.wav,102547,3,dog_bark,5
/scratch/pdoshi/audio_comp/urbansound8k_audio/00108_dog_bark.wav,108,102547-3-0-7.wav,102547,3,dog_bark,5
/scratch/pdoshi/audio_comp/urbansound8k_audio/00109_dog_bark.wav,109,102547-3-0-8.wav,102547,3,dog_bark,5
/scratch/pdoshi/audio_comp/urbansound8k_audio/00110_dog_bark.wav,110,102842-3-0-1.wav,102842,3,dog_bark,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00111_dog_bark.wav,111,102842-3-1-0.wav,102842,3,dog_bark,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00112_dog_bark.wav,112,102842-3-1-5.wav,102842,3,dog_bark,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00113_dog_bark.wav,113,102842-3-1-6.wav,102842,3,dog_bark,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00114_siren.wav,114,102853-8-0-0.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00115_siren.wav,115,102853-8-0-1.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00116_siren.wav,116,102853-8-0-2.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00117_siren.wav,117,102853-8-0-3.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00118_siren.wav,118,102853-8-0-4.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00119_siren.wav,119,102853-8-0-5.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00120_siren.wav,120,102853-8-0-6.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00121_siren.wav,121,102853-8-1-0.wav,102853,8,siren,7
/scratch/pdoshi/audio_comp/urbansound8k_audio/00122_engine_idling.wav,122,102857-5-0-0.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00123_engine_idling.wav,123,102857-5-0-1.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00124_engine_idling.wav,124,102857-5-0-10.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00125_engine_idling.wav,125,102857-5-0-11.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00126_engine_idling.wav,126,102857-5-0-12.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00127_engine_idling.wav,127,102857-5-0-13.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00128_engine_idling.wav,128,102857-5-0-14.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00129_engine_idling.wav,129,102857-5-0-15.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00130_engine_idling.wav,130,102857-5-0-16.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00131_engine_idling.wav,131,102857-5-0-17.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00132_engine_idling.wav,132,102857-5-0-18.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00133_engine_idling.wav,133,102857-5-0-19.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00134_engine_idling.wav,134,102857-5-0-2.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00135_engine_idling.wav,135,102857-5-0-20.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00136_engine_idling.wav,136,102857-5-0-21.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00137_engine_idling.wav,137,102857-5-0-22.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00138_engine_idling.wav,138,102857-5-0-23.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00139_engine_idling.wav,139,102857-5-0-24.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00140_engine_idling.wav,140,102857-5-0-25.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00141_engine_idling.wav,141,102857-5-0-26.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00142_engine_idling.wav,142,102857-5-0-27.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00143_engine_idling.wav,143,102857-5-0-28.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00144_engine_idling.wav,144,102857-5-0-29.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00145_engine_idling.wav,145,102857-5-0-3.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00146_engine_idling.wav,146,102857-5-0-30.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00147_engine_idling.wav,147,102857-5-0-4.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00148_engine_idling.wav,148,102857-5-0-5.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00149_engine_idling.wav,149,102857-5-0-6.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00150_engine_idling.wav,150,102857-5-0-7.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00151_engine_idling.wav,151,102857-5-0-8.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00152_engine_idling.wav,152,102857-5-0-9.wav,102857,5,engine_idling,10
/scratch/pdoshi/audio_comp/urbansound8k_audio/00153_engine_idling.wav,153,102858-5-0-0.wav,102858,5,engine_idling,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00154_engine_idling.wav,154,102858-5-0-1.wav,102858,5,engine_idling,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00155_siren.wav,155,102871-8-0-0.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00156_siren.wav,156,102871-8-0-1.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00157_siren.wav,157,102871-8-0-10.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00158_siren.wav,158,102871-8-0-11.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00159_siren.wav,159,102871-8-0-12.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00160_siren.wav,160,102871-8-0-13.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00161_siren.wav,161,102871-8-0-14.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00162_siren.wav,162,102871-8-0-15.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00163_siren.wav,163,102871-8-0-2.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00164_siren.wav,164,102871-8-0-3.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00165_siren.wav,165,102871-8-0-4.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00166_siren.wav,166,102871-8-0-5.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00167_siren.wav,167,102871-8-0-6.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00168_siren.wav,168,102871-8-0-7.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00169_siren.wav,169,102871-8-0-8.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00170_siren.wav,170,102871-8-0-9.wav,102871,8,siren,2
/scratch/pdoshi/audio_comp/urbansound8k_audio/00171_jackhammer.wav,171,103074-7-0-0.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00172_jackhammer.wav,172,103074-7-0-1.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00173_jackhammer.wav,173,103074-7-0-2.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00174_jackhammer.wav,174,103074-7-1-0.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00175_jackhammer.wav,175,103074-7-1-1.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00176_jackhammer.wav,176,103074-7-1-2.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00177_jackhammer.wav,177,103074-7-1-3.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00178_jackhammer.wav,178,103074-7-1-4.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00179_jackhammer.wav,179,103074-7-1-5.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00180_jackhammer.wav,180,103074-7-1-6.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00181_jackhammer.wav,181,103074-7-2-0.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00182_jackhammer.wav,182,103074-7-3-0.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00183_jackhammer.wav,183,103074-7-3-1.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00184_jackhammer.wav,184,103074-7-3-2.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00185_jackhammer.wav,185,103074-7-3-3.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00186_jackhammer.wav,186,103074-7-4-0.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00187_jackhammer.wav,187,103074-7-4-1.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00188_jackhammer.wav,188,103074-7-4-2.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00189_jackhammer.wav,189,103074-7-4-3.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00190_jackhammer.wav,190,103074-7-4-4.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00191_jackhammer.wav,191,103074-7-4-5.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00192_jackhammer.wav,192,103074-7-4-6.wav,103074,7,jackhammer,1
/scratch/pdoshi/audio_comp/urbansound8k_audio/00193_dog_bark.wav,193,103076-3-0-0.wav,103076,3,dog_bark,8
/scratch/pdoshi/audio_comp/urbansound8k_audio/00194_dog_bark.wav,194,103076-3-1-0.wav,103076,3,dog_bark,8
/scratch/pdoshi/audio_comp/urbansound8k_audio/00195_dog_bark.wav,195,103076-3-2-0.wav,103076,3,dog_bark,8
/scratch/pdoshi/audio_comp/urbansound8k_audio/00196_drilling.wav,196,103199-4-0-0.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00197_drilling.wav,197,103199-4-0-3.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00198_drilling.wav,198,103199-4-0-4.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00199_drilling.wav,199,103199-4-0-5.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00200_drilling.wav,200,103199-4-0-6.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00201_drilling.wav,201,103199-4-1-0.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00202_drilling.wav,202,103199-4-2-0.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00203_drilling.wav,203,103199-4-2-1.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00204_drilling.wav,204,103199-4-2-10.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00205_drilling.wav,205,103199-4-2-11.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00206_drilling.wav,206,103199-4-2-2.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00207_drilling.wav,207,103199-4-2-3.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00208_drilling.wav,208,103199-4-2-4.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00209_drilling.wav,209,103199-4-2-5.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00210_drilling.wav,210,103199-4-2-6.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00211_drilling.wav,211,103199-4-2-7.wav,103199,4,drilling,3
/scratch/pdoshi/audio_comp/urbansound8k_audio/00212_drilling.wav,212,103199-4-2-8.wav,103199,4,drilling,3
