pair_id,clip_id,category,original_path,augmented_path
160,urbansound8k/2798,city_noise,original/0160.wav,augmented/0160.wav
161,urbansound8k/3571,city_noise,original/0161.wav,augmented/0161.wav
162,urbansound8k/691,city_noise,original/0162.wav,augmented/0162.wav
163,urbansound8k/8618,city_noise,original/0163.wav,augmented/0163.wav
164,urbansound8k/2001,city_noise,original/0164.wav,augmented/0164.wav
165,urbansound8k/6973,city_noise,original/0165.wav,augmented/0165.wav
166,urbansound8k/7642,city_noise,original/0166.wav,augmented/0166.wav
167,urbansound8k/4361,city_noise,original/0167.wav,augmented/0167.wav
168,urbansound8k/4121,city_noise,original/0168.wav,augmented/0168.wav
169,urbansound8k/1142,city_noise,original/0169.wav,augmented/0169.wav
170,urbansound8k/3637,city_noise,original/0170.wav,augmented/0170.wav
171,urbansound8k/15,city_noise,original/0171.wav,augmented/0171.wav
172,urbansound8k/4108,city_noise,original/0172.wav,augmented/0172.wav
173,urbansound8k/621,city_noise,original/0173.wav,augmented/0173.wav
174,urbansound8k/7485,city_noise,original/0174.wav,augmented/0174.wav
175,urbansound8k/3756,city_noise,original/0175.wav,augmented/0175.wav
176,urbansound8k/654,city_noise,original/0176.wav,augmented/0176.wav
177,urbansound8k/5136,city_noise,original/0177.wav,augmented/0177.wav
178,urbansound8k/6864,city_noise,original/0178.wav,augmented/0178.wav
179,urbansound8k/2086,city_noise,original/0179.wav,augmented/0179.wav
180,urbansound8k/6250,city_noise,original/0180.wav,augmented/0180.wav
181,urbansound8k/5401,city_noise,original/0181.wav,augmented/0181.wav
182,urbansound8k/1926,city_noise,original/0182.wav,augmented/0182.wav
183,urbansound8k/5864,city_noise,original/0183.wav,augmented/0183.wav
184,urbansound8k/5544,city_noise,original/0184.wav,augmented/0184.wav
185,urbansound8k/3871,city_noise,original/0185.wav,augmented/0185.wav
186,urbansound8k/1135,city_noise,original/0186.wav,augmented/0186.wav
187,urbansound8k/4264,city_noise,original/0187.wav,augmented/0187.wav
188,urbansound8k/745,city_noise,original/0188.wav,augmented/0188.wav
189,urbansound8k/3818,city_noise,original/0189.wav,augmented/0189.wav
190,urbansound8k/3932,city_noise,original/0190.wav,augmented/0190.wav
191,urbansound8k/7686,city_noise,original/0191.wav,augmented/0191.wav
192,urbansound8k/7,city_noise,original/0192.wav,augmented/0192.wav
193,urbansound8k/4765,city_noise,original/0193.wav,augmented/0193.wav
194,urbansound8k/7188,city_noise,original/0194.wav,augmented/0194.wav
195,urbansound8k/1558,city_noise,original/0195.wav,augmented/0195.wav
196,urbansound8k/2430,city_noise,original/0196.wav,augmented/0196.wav
197,urbansound8k/1197,city_noise,original/0197.wav,augmented/0197.wav
198,urbansound8k/4970,city_noise,original/0198.wav,augmented/0198.wav
199,urbansound8k/8328,city_noise,original/0199.wav,augmented/0199.wav
200,fma_small/065755,music,original/0200.wav,augmented/0200.wav
201,fma_small/122686,music,original/0201.wav,augmented/0201.wav
202,fma_small/087642,music,original/0202.wav,augmented/0202.wav
203,fma_small/047197,music,original/0203.wav,augmented/0203.wav
204,fma_small/036992,music,original/0204.wav,augmented/0204.wav
205,fma_small/117626,music,original/0205.wav,augmented/0205.wav
206,fma_small/011771,music,original/0206.wav,augmented/0206.wav
207,fma_small/139772,music,original/0207.wav,augmented/0207.wav
208,fma_small/107391,music,original/0208.wav,augmented/0208.wav
209,fma_small/083718,music,original/0209.wav,augmented/0209.wav
210,fma_small/072215,music,original/0210.wav,augmented/0210.wav
211,fma_small/105672,music,original/0211.wav,augmented/0211.wav
212,fma_small/033020,music,original/0212.wav,augmented/0212.wav
213,fma_small/114200,music,original/0213.wav,augmented/0213.wav
214,fma_small/042048,music,original/0214.wav,augmented/0214.wav
215,fma_small/126790,music,original/0215.wav,augmented/0215.wav
216,fma_small/044799,music,original/0216.wav,augmented/0216.wav
217,fma_small/112215,music,original/0217.wav,augmented/0217.wav
218,fma_small/110637,music,original/0218.wav,augmented/0218.wav
219,fma_small/008208,music,original/0219.wav,augmented/0219.wav
220,fma_small/104356,music,original/0220.wav,augmented/0220.wav
221,fma_small/038905,music,original/0221.wav,augmented/0221.wav
222,fma_small/032435,music,original/0222.wav,augmented/0222.wav
223,fma_small/123440,music,original/0223.wav,augmented/0223.wav
224,fma_small/105144,music,original/0224.wav,augmented/0224.wav
225,fma_small/070873,music,original/0225.wav,augmented/0225.wav
226,fma_small/060873,music,original/0226.wav,augmented/0226.wav
227,fma_small/085834,music,original/0227.wav,augmented/0227.wav
228,fma_small/123506,music,original/0228.wav,augmented/0228.wav
229,fma_small/126018,music,original/0229.wav,augmented/0229.wav
230,fma_small/113164,music,original/0230.wav,augmented/0230.wav
231,fma_small/107805,music,original/0231.wav,augmented/0231.wav
232,fma_small/055295,music,original/0232.wav,augmented/0232.wav
233,fma_small/022472,music,original/0233.wav,augmented/0233.wav
234,fma_small/012514,music,original/0234.wav,augmented/0234.wav
235,fma_small/071516,music,original/0235.wav,augmented/0235.wav
236,fma_small/031999,music,original/0236.wav,augmented/0236.wav
237,fma_small/009887,music,original/0237.wav,augmented/0237.wav
238,fma_small/098548,music,original/0238.wav,augmented/0238.wav
239,fma_small/050323,music,original/0239.wav,augmented/0239.wav
240,fma_small/127278,music,original/0240.wav,augmented/0240.wav
241,fma_small/126219,music,original/0241.wav,augmented/0241.wav
242,fma_small/004838,music,original/0242.wav,augmented/0242.wav
243,fma_small/081895,music,original/0243.wav,augmented/0243.wav
244,fma_small/057936,music,original/0244.wav,augmented/0244.wav
245,fma_small/117057,music,original/0245.wav,augmented/0245.wav
246,fma_small/025605,music,original/0246.wav,augmented/0246.wav
247,fma_small/030198,music,original/0247.wav,augmented/0247.wav
248,fma_small/012062,music,original/0248.wav,augmented/0248.wav
249,fma_small/148302,music,original/0249.wav,augmented/0249.wav
250,fma_small/117287,music,original/0250.wav,augmented/0250.wav
251,fma_small/035296,music,original/0251.wav,augmented/0251.wav
252,fma_small/114268,music,original/0252.wav,augmented/0252.wav
253,fma_small/006603,music,original/0253.wav,augmented/0253.wav
254,fma_small/012348,music,original/0254.wav,augmented/0254.wav
255,fma_small/127623,music,original/0255.wav,augmented/0255.wav
256,fma_small/054470,music,original/0256.wav,augmented/0256.wav
257,fma_small/057360,music,original/0257.wav,augmented/0257.wav
258,fma_small/004786,music,original/0258.wav,augmented/0258.wav
259,fma_small/044952,music,original/0259.wav,augmented/0259.wav
260,fma_small/124872,music,original/0260.wav,augmented/0260.wav
261,fma_small/130993,music,original/0261.wav,augmented/0261.wav
262,fma_small/060755,music,original/0262.wav,augmented/0262.wav
263,fma_small/143995,music,original/0263.wav,augmented/0263.wav
264,fma_small/047471,music,original/0264.wav,augmented/0264.wav
265,fma_small/111819,music,original/0265.wav,augmented/0265.wav
266,fma_small/067237,music,original/0266.wav,augmented/0266.wav
267,fma_small/110110,music,original/0267.wav,augmented/0267.wav
268,fma_small/124891,music,original/0268.wav,augmented/0268.wav
269,fma_small/044820,music,original/0269.wav,augmented/0269.wav
270,fma_small/114232,music,original/0270.wav,augmented/0270.wav
271,fma_small/113696,music,original/0271.wav,augmented/0271.wav
272,fma_small/132272,music,original/0272.wav,augmented/0272.wav
273,fma_small/003535,music,original/0273.wav,augmented/0273.wav
274,fma_small/050444,music,original/0274.wav,augmented/0274.wav
275,fma_small/114234,music,original/0275.wav,augmented/0275.wav
276,fma_small/075194,music,original/0276.wav,augmented/0276.wav
277,fma_small/052648,music,original/0277.wav,augmented/0277.wav
278,fma_small/051271,music,original/0278.wav,augmented/0278.wav
279,fma_small/027975,music,original/0279.wav,augmented/0279.wav
280,fma_small/037538,music,original/0280.wav,augmented/0280.wav
281,fma_small/088848,music,original/0281.wav,augmented/0281.wav
282,fma_small/020372,music,original/0282.wav,augmented/0282.wav
283,fma_small/111230,music,original/0283.wav,augmented/0283.wav
284,fma_small/113512,music,original/0284.wav,augmented/0284.wav
285,fma_small/004849,music,original/0285.wav,augmented/0285.wav
286,fma_small/123834,music,original/0286.wav,augmented/0286.wav
287,fma_small/080341,music,original/0287.wav,augmented/0287.wav
288,fma_small/067500,music,original/0288.wav,augmented/0288.wav
289,fma_small/064994,music,original/0289.wav,augmented/0289.wav
290,fma_small/042031,music,original/0290.wav,augmented/0290.wav
291,fma_small/035550,music,original/0291.wav,augmented/0291.wav
292,fma_small/012532,music,original/0292.wav,augmented/0292.wav
293,fma_small/097407,music,original/0293.wav,augmented/0293.wav
294,fma_small/095486,music,original/0294.wav,augmented/0294.wav
295,fma_small/038881,music,original/0295.wav,augmented/0295.wav
296,fma_small/061172,music,original/0296.wav,augmented/0296.wav
297,fma_small/110417,music,original/0297.wav,augmented/0297.wav
298,fma_small/024427,music,original/0298.wav,augmented/0298.wav
299,fma_small/080774,music,original/0299.wav,augmented/0299.wav
300,ds3500/1787,ship_vessel,original/0300.wav,augmented/0300.wav
301,ds3500/2464,ship_vessel,original/0301.wav,augmented/0301.wav
302,ds3500/692,ship_vessel,original/0302.wav,augmented/0302.wav
303,ds3500/4388,ship_vessel,original/0303.wav,augmented/0303.wav
304,ds3500/2683,ship_vessel,original/0304.wav,augmented/0304.wav
305,ds3500/2665,ship_vessel,original/0305.wav,augmented/0305.wav
306,ds3500/2517,ship_vessel,original/0306.wav,augmented/0306.wav
307,ds3500/1220,ship_vessel,original/0307.wav,augmented/0307.wav
308,ds3500/1932,ship_vessel,original/0308.wav,augmented/0308.wav
309,ds3500/4078,ship_vessel,original/0309.wav,augmented/0309.wav
310,ds3500/1848,ship_vessel,original/0310.wav,augmented/0310.wav
311,ds3500/380,ship_vessel,original/0311.wav,augmented/0311.wav
312,ds3500/61,ship_vessel,original/0312.wav,augmented/0312.wav
313,ds3500/1236,ship_vessel,original/0313.wav,augmented/0313.wav
314,ds3500/4032,ship_vessel,original/0314.wav,augmented/0314.wav
315,ds3500/155,ship_vessel,original/0315.wav,augmented/0315.wav
316,ds3500/266,ship_vessel,original/0316.wav,augmented/0316.wav
317,ds3500/1911,ship_vessel,original/0317.wav,augmented/0317.wav
318,ds3500/2642,ship_vessel,original/0318.wav,augmented/0318.wav
319,ds3500/1465,ship_vessel,original/0319.wav,augmented/0319.wav
320,ds3500/472,ship_vessel,original/0320.wav,augmented/0320.wav
321,ds3500/2,ship_vessel,original/0321.wav,augmented/0321.wav
322,ds3500/4416,ship_vessel,original/0322.wav,augmented/0322.wav
323,ds3500/3071,ship_vessel,original/0323.wav,augmented/0323.wav
324,ds3500/3360,ship_vessel,original/0324.wav,augmented/0324.wav
325,ds3500/3879,ship_vessel,original/0325.wav,augmented/0325.wav
326,ds3500/1929,ship_vessel,original/0326.wav,augmented/0326.wav
327,ds3500/439,ship_vessel,original/0327.wav,augmented/0327.wav
328,ds3500/2393,ship_vessel,original/0328.wav,augmented/0328.wav
329,ds3500/131,ship_vessel,original/0329.wav,augmented/0329.wav
330,ds3500/1302,ship_vessel,original/0330.wav,augmented/0330.wav
331,ds3500/4376,ship_vessel,original/0331.wav,augmented/0331.wav
332,ds3500/3449,ship_vessel,original/0332.wav,augmented/0332.wav
333,ds3500/2793,ship_vessel,original/0333.wav,augmented/0333.wav
334,ds3500/1247,ship_vessel,original/0334.wav,augmented/0334.wav
335,ds3500/1455,ship_vessel,original/0335.wav,augmented/0335.wav
336,ds3500/3354,ship_vessel,original/0336.wav,augmented/0336.wav
337,ds3500/3148,ship_vessel,original/0337.wav,augmented/0337.wav
338,ds3500/14,ship_vessel,original/0338.wav,augmented/0338.wav
339,ds3500/2372,ship_vessel,original/0339.wav,augmented/0339.wav
340,ds3500/183,ship_vessel,original/0340.wav,augmented/0340.wav
341,ds3500/1405,ship_vessel,original/0341.wav,augmented/0341.wav
342,ds3500/2073,ship_vessel,original/0342.wav,augmented/0342.wav
343,ds3500/1144,ship_vessel,original/0343.wav,augmented/0343.wav
344,ds3500/1579,ship_vessel,original/0344.wav,augmented/0344.wav
345,ds3500/2759,ship_vessel,original/0345.wav,augmented/0345.wav
346,ds3500/3946,ship_vessel,original/0346.wav,augmented/0346.wav
347,ds3500/2980,ship_vessel,original/0347.wav,augmented/0347.wav
348,ds3500/2545,ship_vessel,original/0348.wav,augmented/0348.wav
349,ds3500/2589,ship_vessel,original/0349.wav,augmented/0349.wav
350,ds3500/3189,ship_vessel,original/0350.wav,augmented/0350.wav
351,ds3500/3933,ship_vessel,original/0351.wav,augmented/0351.wav
352,ds3500/3590,ship_vessel,original/0352.wav,augmented/0352.wav
353,ds3500/3319,ship_vessel,original/0353.wav,augmented/0353.wav
354,ds3500/3197,ship_vessel,original/0354.wav,augmented/0354.wav
355,ds3500/2575,ship_vessel,original/0355.wav,augmented/0355.wav
356,ds3500/1951,ship_vessel,original/0356.wav,augmented/0356.wav
357,ds3500/1380,ship_vessel,original/0357.wav,augmented/0357.wav
358,ds3500/2399,ship_vessel,original/0358.wav,augmented/0358.wav
359,ds3500/4187,ship_vessel,original/0359.wav,augmented/0359.wav
360,ds3500/2741,ship_vessel,original/0360.wav,augmented/0360.wav
361,ds3500/202,ship_vessel,original/0361.wav,augmented/0361.wav
362,ds3500/271,ship_vessel,original/0362.wav,augmented/0362.wav
363,ds3500/2179,ship_vessel,original/0363.wav,augmented/0363.wav
364,ds3500/2296,ship_vessel,original/0364.wav,augmented/0364.wav
365,ds3500/933,ship_vessel,original/0365.wav,augmented/0365.wav
366,ds3500/3283,ship_vessel,original/0366.wav,augmented/0366.wav
367,ds3500/3726,ship_vessel,original/0367.wav,augmented/0367.wav
368,ds3500/3666,ship_vessel,original/0368.wav,augmented/0368.wav
369,ds3500/941,ship_vessel,original/0369.wav,augmented/0369.wav
370,ds3500/1081,ship_vessel,original/0370.wav,augmented/0370.wav
371,ds3500/2219,ship_vessel,original/0371.wav,augmented/0371.wav
372,ds3500/4354,ship_vessel,original/0372.wav,augmented/0372.wav
373,ds3500/4035,ship_vessel,original/0373.wav,augmented/0373.wav
374,ds3500/3581,ship_vessel,original/0374.wav,augmented/0374.wav
375,ds3500/3457,ship_vessel,original/0375.wav,augmented/0375.wav
376,ds3500/1740,ship_vessel,original/0376.wav,augmented/0376.wav
377,ds3500/3916,ship_vessel,original/0377.wav,augmented/0377.wav
378,ds3500/1198,ship_vessel,original/0378.wav,augmented/0378.wav
379,ds3500/3563,ship_vessel,original/0379.wav,augmented/0379.wav
380,ds3500/761,ship_vessel,original/0380.wav,augmented/0380.wav
381,ds3500/3580,ship_vessel,original/0381.wav,augmented/0381.wav
382,ds3500/2754,ship_vessel,original/0382.wav,augmented/0382.wav
383,ds3500/4156,ship_vessel,original/0383.wav,augmented/0383.wav
384,ds3500/2918,ship_vessel,original/0384.wav,augmented/0384.wav
385,ds3500/3694,ship_vessel,original/0385.wav,augmented/0385.wav
386,ds3500/2095,ship_vessel,original/0386.wav,augmented/0386.wav
387,ds3500/296,ship_vessel,original/0387.wav,augmented/0387.wav
388,ds3500/820,ship_vessel,original/0388.wav,augmented/0388.wav
389,ds3500/1459,ship_vessel,original/0389.wav,augmented/0389.wav
390,ds3500/1565,ship_vessel,original/0390.wav,augmented/0390.wav
391,ds3500/3210,ship_vessel,original/0391.wav,augmented/0391.wav
392,ds3500/821,ship_vessel,original/0392.wav,augmented/0392.wav
393,ds3500/2534,ship_vessel,original/0393.wav,augmented/0393.wav
394,ds3500/3035,ship_vessel,original/0394.wav,augmented/0394.wav
395,ds3500/1972,ship_vessel,original/0395.wav,augmented/0395.wav
396,ds3500/2508,ship_vessel,original/0396.wav,augmented/0396.wav
397,ds3500/700,ship_vessel,original/0397.wav,augmented/0397.wav
398,ds3500/384,ship_vessel,original/0398.wav,augmented/0398.wav
