file,machine,unit,condition,label,fold
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000043.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000044.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000045.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000046.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000047.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000048.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000049.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000050.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000051.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000052.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000053.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000054.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000055.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000056.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000057.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000058.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000059.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000060.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000061.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000062.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000063.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000064.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000065.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000066.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000067.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000068.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000069.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000070.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000071.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000072.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000073.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000074.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000075.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000076.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000077.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000078.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000079.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000080.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000081.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000082.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000083.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000084.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000085.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000086.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000087.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000088.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000089.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000090.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000091.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000092.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000093.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000094.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000095.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000096.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000097.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000098.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000099.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000100.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000101.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000102.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000103.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000104.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000105.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000106.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000107.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000108.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000109.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000110.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000111.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000112.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000113.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000114.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000115.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000116.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000117.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000118.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000119.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000120.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000121.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000122.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000123.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000124.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000125.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000126.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000127.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000128.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000129.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000130.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000131.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000132.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000133.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000134.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000135.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000136.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000137.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000138.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000139.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000140.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000141.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000142.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000143.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000144.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000145.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000146.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000147.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000148.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000149.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000150.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000151.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000152.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000153.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000154.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000155.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000156.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000157.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000158.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000159.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000160.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000161.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000162.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000163.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000164.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000165.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000166.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000167.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000168.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000169.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000170.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000171.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000172.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000173.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000174.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000175.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000176.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000177.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000178.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000179.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000180.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000181.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000182.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000183.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000184.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000185.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000186.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000187.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000188.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000189.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000190.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000191.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000192.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000193.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000194.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000195.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000196.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000197.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000198.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000199.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000200.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000201.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000202.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000203.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000204.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000205.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000206.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000207.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000208.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000209.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000210.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000211.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000212.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000213.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000214.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000215.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000216.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000217.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000218.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000219.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000220.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000221.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000222.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000223.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000224.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000225.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000226.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000227.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000228.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000229.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000230.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000231.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000232.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000233.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000234.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000235.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000236.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000237.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000238.wav,valve,valve_id_00,normal,0,12
/scratch/pdoshi/audio_comp/mimii_raw/valve/id_00/normal/00000239.wav,valve,valve_id_00,normal,0,12
