clip_id,path,category
52_aug,augmented/0052.wav,bird_sounds
53_orig,original/0053.wav,bird_sounds
53_aug,augmented/0053.wav,bird_sounds
54_orig,original/0054.wav,bird_sounds
54_aug,augmented/0054.wav,bird_sounds
55_orig,original/0055.wav,bird_sounds
55_aug,augmented/0055.wav,bird_sounds
56_orig,original/0056.wav,bird_sounds
56_aug,augmented/0056.wav,bird_sounds
57_orig,original/0057.wav,bird_sounds
57_aug,augmented/0057.wav,bird_sounds
58_orig,original/0058.wav,bird_sounds
58_aug,augmented/0058.wav,bird_sounds
59_orig,original/0059.wav,bird_sounds
59_aug,augmented/0059.wav,bird_sounds
60_orig,original/0060.wav,bird_sounds
60_aug,augmented/0060.wav,bird_sounds
61_orig,original/0061.wav,bird_sounds
61_aug,augmented/0061.wav,bird_sounds
62_orig,original/0062.wav,bird_sounds
62_aug,augmented/0062.wav,bird_sounds
63_orig,original/0063.wav,bird_sounds
63_aug,augmented/0063.wav,bird_sounds
64_orig,original/0064.wav,bird_sounds
64_aug,augmented/0064.wav,bird_sounds
65_orig,original/0065.wav,bird_sounds
65_aug,augmented/0065.wav,bird_sounds
66_orig,original/0066.wav,bird_sounds
66_aug,augmented/0066.wav,bird_sounds
67_orig,original/0067.wav,bird_sounds
67_aug,augmented/0067.wav,bird_sounds
68_orig,original/0068.wav,bird_sounds
68_aug,augmented/0068.wav,bird_sounds
69_orig,original/0069.wav,bird_sounds
69_aug,augmented/0069.wav,bird_sounds
70_orig,original/0070.wav,bird_sounds
70_aug,augmented/0070.wav,bird_sounds
71_orig,original/0071.wav,bird_sounds
71_aug,augmented/0071.wav,bird_sounds
72_orig,original/0072.wav,bird_sounds
72_aug,augmented/0072.wav,bird_sounds
73_orig,original/0073.wav,bird_sounds
73_aug,augmented/0073.wav,bird_sounds
74_orig,original/0074.wav,bird_sounds
74_aug,augmented/0074.wav,bird_sounds
75_orig,original/0075.wav,bird_sounds
75_aug,augmented/0075.wav,bird_sounds
76_orig,original/0076.wav,bird_sounds
76_aug,augmented/0076.wav,bird_sounds
77_orig,original/0077.wav,bird_sounds
77_aug,augmented/0077.wav,bird_sounds
78_orig,original/0078.wav,bird_sounds
78_aug,augmented/0078.wav,bird_sounds
79_orig,original/0079.wav,bird_sounds
79_aug,augmented/0079.wav,bird_sounds
80_orig,original/0080.wav,bird_sounds
80_aug,augmented/0080.wav,bird_sounds
81_orig,original/0081.wav,bird_sounds
81_aug,augmented/0081.wav,bird_sounds
82_orig,original/0082.wav,bird_sounds
82_aug,augmented/0082.wav,bird_sounds
83_orig,original/0083.wav,bird_sounds
83_aug,augmented/0083.wav,bird_sounds
84_orig,original/0084.wav,bird_sounds
84_aug,augmented/0084.wav,bird_sounds
85_orig,original/0085.wav,bird_sounds
85_aug,augmented/0085.wav,bird_sounds
86_orig,original/0086.wav,bird_sounds
86_aug,augmented/0086.wav,bird_sounds
87_orig,original/0087.wav,bird_sounds
87_aug,augmented/0087.wav,bird_sounds
88_orig,original/0088.wav,bird_sounds
88_aug,augmented/0088.wav,bird_sounds
89_orig,original/0089.wav,bird_sounds
89_aug,augmented/0089.wav,bird_sounds
90_orig,original/0090.wav,bird_sounds
90_aug,augmented/0090.wav,bird_sounds
91_orig,original/0091.wav,bird_sounds
91_aug,augmented/0091.wav,bird_sounds
92_orig,original/0092.wav,bird_sounds
92_aug,augmented/0092.wav,bird_sounds
93_orig,original/0093.wav,bird_sounds
93_aug,augmented/0093.wav,bird_sounds
94_orig,original/0094.wav,bird_sounds
94_aug,augmented/0094.wav,bird_sounds
95_orig,original/0095.wav,bird_sounds
95_aug,augmented/0095.wav,bird_sounds
96_orig,original/0096.wav,bird_sounds
96_aug,augmented/0096.wav,bird_sounds
97_orig,original/0097.wav,bird_sounds
97_aug,augmented/0097.wav,bird_sounds
98_orig,original/0098.wav,bird_sounds
98_aug,augmented/0098.wav,bird_sounds
99_orig,original/0099.wav,bird_sounds
99_aug,augmented/0099.wav,bird_sounds
100_orig,original/0100.wav,city_noise
100_aug,augmented/0100.wav,city_noise
101_orig,original/0101.wav,city_noise
101_aug,augmented/0101.wav,city_noise
102_orig,original/0102.wav,city_noise
102_aug,augmented/0102.wav,city_noise
103_orig,original/0103.wav,city_noise
103_aug,augmented/0103.wav,city_noise
104_orig,original/0104.wav,city_noise
104_aug,augmented/0104.wav,city_noise
105_orig,original/0105.wav,city_noise
105_aug,augmented/0105.wav,city_noise
106_orig,original/0106.wav,city_noise
106_aug,augmented/0106.wav,city_noise
107_orig,original/0107.wav,city_noise
107_aug,augmented/0107.wav,city_noise
108_orig,original/0108.wav,city_noise
108_aug,augmented/0108.wav,city_noise
109_orig,original/0109.wav,city_noise
109_aug,augmented/0109.wav,city_noise
110_orig,original/0110.wav,city_noise
110_aug,augmented/0110.wav,city_noise
111_orig,original/0111.wav,city_noise
111_aug,augmented/0111.wav,city_noise
112_orig,original/0112.wav,city_noise
112_aug,augmented/0112.wav,city_noise
113_orig,original/0113.wav,city_noise
113_aug,augmented/0113.wav,city_noise
114_orig,original/0114.wav,city_noise
114_aug,augmented/0114.wav,city_noise
115_orig,original/0115.wav,city_noise
115_aug,augmented/0115.wav,city_noise
116_orig,original/0116.wav,city_noise
116_aug,augmented/0116.wav,city_noise
117_orig,original/0117.wav,city_noise
117_aug,augmented/0117.wav,city_noise
118_orig,original/0118.wav,city_noise
118_aug,augmented/0118.wav,city_noise
119_orig,original/0119.wav,city_noise
119_aug,augmented/0119.wav,city_noise
120_orig,original/0120.wav,city_noise
120_aug,augmented/0120.wav,city_noise
121_orig,original/0121.wav,city_noise
121_aug,augmented/0121.wav,city_noise
122_orig,original/0122.wav,city_noise
122_aug,augmented/0122.wav,city_noise
123_orig,original/0123.wav,city_noise
123_aug,augmented/0123.wav,city_noise
124_orig,original/0124.wav,city_noise
124_aug,augmented/0124.wav,city_noise
125_orig,original/0125.wav,city_noise
125_aug,augmented/0125.wav,city_noise
126_orig,original/0126.wav,city_noise
126_aug,augmented/0126.wav,city_noise
127_orig,original/0127.wav,city_noise
127_aug,augmented/0127.wav,city_noise
128_orig,original/0128.wav,city_noise
128_aug,augmented/0128.wav,city_noise
129_orig,original/0129.wav,city_noise
129_aug,augmented/0129.wav,city_noise
130_orig,original/0130.wav,city_noise
130_aug,augmented/0130.wav,city_noise
131_orig,original/0131.wav,city_noise
131_aug,augmented/0131.wav,city_noise
132_orig,original/0132.wav,city_noise
132_aug,augmented/0132.wav,city_noise
133_orig,original/0133.wav,city_noise
133_aug,augmented/0133.wav,city_noise
134_orig,original/0134.wav,city_noise
134_aug,augmented/0134.wav,city_noise
135_orig,original/0135.wav,city_noise
135_aug,augmented/0135.wav,city_noise
136_orig,original/0136.wav,city_noise
136_aug,augmented/0136.wav,city_noise
137_orig,original/0137.wav,city_noise
137_aug,augmented/0137.wav,city_noise
138_orig,original/0138.wav,city_noise
138_aug,augmented/0138.wav,city_noise
139_orig,original/0139.wav,city_noise
139_aug,augmented/0139.wav,city_noise
140_orig,original/0140.wav,city_noise
140_aug,augmented/0140.wav,city_noise
141_orig,original/0141.wav,city_noise
141_aug,augmented/0141.wav,city_noise
142_orig,original/0142.wav,city_noise
142_aug,augmented/0142.wav,city_noise
143_orig,original/0143.wav,city_noise
143_aug,augmented/0143.wav,city_noise
144_orig,original/0144.wav,city_noise
144_aug,augmented/0144.wav,city_noise
145_orig,original/0145.wav,city_noise
145_aug,augmented/0145.wav,city_noise
146_orig,original/0146.wav,city_noise
146_aug,augmented/0146.wav,city_noise
147_orig,original/0147.wav,city_noise
147_aug,augmented/0147.wav,city_noise
148_orig,original/0148.wav,city_noise
148_aug,augmented/0148.wav,city_noise
149_orig,original/0149.wav,city_noise
149_aug,augmented/0149.wav,city_noise
150_orig,original/0150.wav,city_noise
150_aug,augmented/0150.wav,city_noise
151_orig,original/0151.wav,city_noise
151_aug,augmented/0151.wav,city_noise
152_orig,original/0152.wav,city_noise
152_aug,augmented/0152.wav,city_noise
153_orig,original/0153.wav,city_noise
153_aug,augmented/0153.wav,city_noise
154_orig,original/0154.wav,city_noise
154_aug,augmented/0154.wav,city_noise
155_orig,original/0155.wav,city_noise
155_aug,augmented/0155.wav,city_noise
156_orig,original/0156.wav,city_noise
156_aug,augmented/0156.wav,city_noise
157_orig,original/0157.wav,city_noise
157_aug,augmented/0157.wav,city_noise
158_orig,original/0158.wav,city_noise
158_aug,augmented/0158.wav,city_noise
159_orig,original/0159.wav,city_noise
159_aug,augmented/0159.wav,city_noise
160_orig,original/0160.wav,city_noise
160_aug,augmented/0160.wav,city_noise
161_orig,original/0161.wav,city_noise
161_aug,augmented/0161.wav,city_noise
162_orig,original/0162.wav,city_noise
162_aug,augmented/0162.wav,city_noise
163_orig,original/0163.wav,city_noise
163_aug,augmented/0163.wav,city_noise
164_orig,original/0164.wav,city_noise
164_aug,augmented/0164.wav,city_noise
165_orig,original/0165.wav,city_noise
165_aug,augmented/0165.wav,city_noise
166_orig,original/0166.wav,city_noise
166_aug,augmented/0166.wav,city_noise
167_orig,original/0167.wav,city_noise
167_aug,augmented/0167.wav,city_noise
168_orig,original/0168.wav,city_noise
168_aug,augmented/0168.wav,city_noise
169_orig,original/0169.wav,city_noise
169_aug,augmented/0169.wav,city_noise
170_orig,original/0170.wav,city_noise
170_aug,augmented/0170.wav,city_noise
171_orig,original/0171.wav,city_noise
171_aug,augmented/0171.wav,city_noise
172_orig,original/0172.wav,city_noise
172_aug,augmented/0172.wav,city_noise
173_orig,original/0173.wav,city_noise
173_aug,augmented/0173.wav,city_noise
174_orig,original/0174.wav,city_noise
174_aug,augmented/0174.wav,city_noise
175_orig,original/0175.wav,city_noise
175_aug,augmented/0175.wav,city_noise
176_orig,original/0176.wav,city_noise
176_aug,augmented/0176.wav,city_noise
177_orig,original/0177.wav,city_noise
177_aug,augmented/0177.wav,city_noise
178_orig,original/0178.wav,city_noise
178_aug,augmented/0178.wav,city_noise
179_orig,original/0179.wav,city_noise
179_aug,augmented/0179.wav,city_noise
180_orig,original/0180.wav,city_noise
180_aug,augmented/0180.wav,city_noise
181_orig,original/0181.wav,city_noise
181_aug,augmented/0181.wav,city_noise
182_orig,original/0182.wav,city_noise
182_aug,augmented/0182.wav,city_noise
183_orig,original/0183.wav,city_noise
183_aug,augmented/0183.wav,city_noise
184_orig,original/0184.wav,city_noise
184_aug,augmented/0184.wav,city_noise
185_orig,original/0185.wav,city_noise
185_aug,augmented/0185.wav,city_noise
186_orig,original/0186.wav,city_noise
186_aug,augmented/0186.wav,city_noise
187_orig,original/0187.wav,city_noise
187_aug,augmented/0187.wav,city_noise
188_orig,original/0188.wav,city_noise
188_aug,augmented/0188.wav,city_noise
189_orig,original/0189.wav,city_noise
189_aug,augmented/0189.wav,city_noise
190_orig,original/0190.wav,city_noise
190_aug,augmented/0190.wav,city_noise
191_orig,original/0191.wav,city_noise
191_aug,augmented/0191.wav,city_noise
192_orig,original/0192.wav,city_noise
192_aug,augmented/0192.wav,city_noise
193_orig,original/0193.wav,city_noise
193_aug,augmented/0193.wav,city_noise
194_orig,original/0194.wav,city_noise
194_aug,augmented/0194.wav,city_noise
195_orig,original/0195.wav,city_noise
195_aug,augmented/0195.wav,city_noise
196_orig,original/0196.wav,city_noise
196_aug,augmented/0196.wav,city_noise
197_orig,original/0197.wav,city_noise
197_aug,augmented/0197.wav,city_noise
198_orig,original/0198.wav,city_noise
198_aug,augmented/0198.wav,city_noise
199_orig,original/0199.wav,city_noise
199_aug,augmented/0199.wav,city_noise
200_orig,original/0200.wav,music
200_aug,augmented/0200.wav,music
201_orig,original/0201.wav,music
201_aug,augmented/0201.wav,music
202_orig,original/0202.wav,music
202_aug,augmented/0202.wav,music
203_orig,original/0203.wav,music
203_aug,augmented/0203.wav,music
204_orig,original/0204.wav,music
204_aug,augmented/0204.wav,music
205_orig,original/0205.wav,music
205_aug,augmented/0205.wav,music
206_orig,original/0206.wav,music
206_aug,augmented/0206.wav,music
207_orig,original/0207.wav,music
207_aug,augmented/0207.wav,music
208_orig,original/0208.wav,music
208_aug,augmented/0208.wav,music
209_orig,original/0209.wav,music
209_aug,augmented/0209.wav,music
210_orig,original/0210.wav,music
210_aug,augmented/0210.wav,music
211_orig,original/0211.wav,music
211_aug,augmented/0211.wav,music
212_orig,original/0212.wav,music
212_aug,augmented/0212.wav,music
213_orig,original/0213.wav,music
213_aug,augmented/0213.wav,music
214_orig,original/0214.wav,music
214_aug,augmented/0214.wav,music
215_orig,original/0215.wav,music
215_aug,augmented/0215.wav,music
216_orig,original/0216.wav,music
216_aug,augmented/0216.wav,music
217_orig,original/0217.wav,music
217_aug,augmented/0217.wav,music
218_orig,original/0218.wav,music
218_aug,augmented/0218.wav,music
219_orig,original/0219.wav,music
219_aug,augmented/0219.wav,music
220_orig,original/0220.wav,music
220_aug,augmented/0220.wav,music
221_orig,original/0221.wav,music
221_aug,augmented/0221.wav,music
222_orig,original/0222.wav,music
222_aug,augmented/0222.wav,music
223_orig,original/0223.wav,music
223_aug,augmented/0223.wav,music
224_orig,original/0224.wav,music
224_aug,augmented/0224.wav,music
225_orig,original/0225.wav,music
225_aug,augmented/0225.wav,music
226_orig,original/0226.wav,music
226_aug,augmented/0226.wav,music
227_orig,original/0227.wav,music
227_aug,augmented/0227.wav,music
228_orig,original/0228.wav,music
228_aug,augmented/0228.wav,music
229_orig,original/0229.wav,music
229_aug,augmented/0229.wav,music
230_orig,original/0230.wav,music
230_aug,augmented/0230.wav,music
231_orig,original/0231.wav,music
231_aug,augmented/0231.wav,music
232_orig,original/0232.wav,music
232_aug,augmented/0232.wav,music
233_orig,original/0233.wav,music
233_aug,augmented/0233.wav,music
234_orig,original/0234.wav,music
234_aug,augmented/0234.wav,music
235_orig,original/0235.wav,music
235_aug,augmented/0235.wav,music
236_orig,original/0236.wav,music
236_aug,augmented/0236.wav,music
237_orig,original/0237.wav,music
237_aug,augmented/0237.wav,music
238_orig,original/0238.wav,music
238_aug,augmented/0238.wav,music
239_orig,original/0239.wav,music
239_aug,augmented/0239.wav,music
240_orig,original/0240.wav,music
240_aug,augmented/0240.wav,music
241_orig,original/0241.wav,music
241_aug,augmented/0241.wav,music
242_orig,original/0242.wav,music
242_aug,augmented/0242.wav,music
243_orig,original/0243.wav,music
243_aug,augmented/0243.wav,music
244_orig,original/0244.wav,music
244_aug,augmented/0244.wav,music
245_orig,original/0245.wav,music
245_aug,augmented/0245.wav,music
246_orig,original/0246.wav,music
246_aug,augmented/0246.wav,music
247_orig,original/0247.wav,music
247_aug,augmented/0247.wav,music
248_orig,original/0248.wav,music
248_aug,augmented/0248.wav,music
249_orig,original/0249.wav,music
249_aug,augmented/0249.wav,music
250_orig,original/0250.wav,music
250_aug,augmented/0250.wav,music
251_orig,original/0251.wav,music
251_aug,augmented/0251.wav,music
252_orig,original/0252.wav,music
252_aug,augmented/0252.wav,music
253_orig,original/0253.wav,music
253_aug,augmented/0253.wav,music
254_orig,original/0254.wav,music
254_aug,augmented/0254.wav,music
255_orig,original/0255.wav,music
255_aug,augmented/0255.wav,music
256_orig,original/0256.wav,music
256_aug,augmented/0256.wav,music
257_orig,original/0257.wav,music
257_aug,augmented/0257.wav,music
258_orig,original/0258.wav,music
258_aug,augmented/0258.wav,music
259_orig,original/0259.wav,music
259_aug,augmented/0259.wav,music
260_orig,original/0260.wav,music
260_aug,augmented/0260.wav,music
261_orig,original/0261.wav,music
261_aug,augmented/0261.wav,music
262_orig,original/0262.wav,music
262_aug,augmented/0262.wav,music
263_orig,original/0263.wav,music
263_aug,augmented/0263.wav,music
264_orig,original/0264.wav,music
264_aug,augmented/0264.wav,music
265_orig,original/0265.wav,music
265_aug,augmented/0265.wav,music
266_orig,original/0266.wav,music
266_aug,augmented/0266.wav,music
267_orig,original/0267.wav,music
267_aug,augmented/0267.wav,music
268_orig,original/0268.wav,music
268_aug,augmented/0268.wav,music
269_orig,original/0269.wav,music
269_aug,augmented/0269.wav,music
270_orig,original/0270.wav,music
270_aug,augmented/0270.wav,music
271_orig,original/0271.wav,music
271_aug,augmented/0271.wav,music
272_orig,original/0272.wav,music
272_aug,augmented/0272.wav,music
273_orig,original/0273.wav,music
273_aug,augmented/0273.wav,music
274_orig,original/0274.wav,music
274_aug,augmented/0274.wav,music
275_orig,original/0275.wav,music
275_aug,augmented/0275.wav,music
276_orig,original/0276.wav,music
276_aug,augmented/0276.wav,music
277_orig,original/0277.wav,music
277_aug,augmented/0277.wav,music
278_orig,original/0278.wav,music
278_aug,augmented/0278.wav,music
279_orig,original/0279.wav,music
279_aug,augmented/0279.wav,music
280_orig,original/0280.wav,music
280_aug,augmented/0280.wav,music
281_orig,original/0281.wav,music
281_aug,augmented/0281.wav,music
282_orig,original/0282.wav,music
282_aug,augmented/0282.wav,music
283_orig,original/0283.wav,music
283_aug,augmented/0283.wav,music
284_orig,original/0284.wav,music
284_aug,augmented/0284.wav,music
285_orig,original/0285.wav,music
285_aug,augmented/0285.wav,music
286_orig,original/0286.wav,music
286_aug,augmented/0286.wav,music
287_orig,original/0287.wav,music
287_aug,augmented/0287.wav,music
288_orig,original/0288.wav,music
288_aug,augmented/0288.wav,music
289_orig,original/0289.wav,music
289_aug,augmented/0289.wav,music
290_orig,original/0290.wav,music
290_aug,augmented/0290.wav,music
291_orig,original/0291.wav,music
291_aug,augmented/0291.wav,music
292_orig,original/0292.wav,music
292_aug,augmented/0292.wav,music
293_orig,original/0293.wav,music
293_aug,augmented/0293.wav,music
294_orig,original/0294.wav,music
294_aug,augmented/0294.wav,music
295_orig,original/0295.wav,music
295_aug,augmented/0295.wav,music
296_orig,original/0296.wav,music
296_aug,augmented/0296.wav,music
297_orig,original/0297.wav,music
297_aug,augmented/0297.wav,music
298_orig,original/0298.wav,music
298_aug,augmented/0298.wav,music
299_orig,original/0299.wav,music
299_aug,augmented/0299.wav,music
300_orig,original/0300.wav,ship_vessel
300_aug,augmented/0300.wav,ship_vessel
301_orig,original/0301.wav,ship_vessel
301_aug,augmented/0301.wav,ship_vessel
302_orig,original/0302.wav,ship_vessel
302_aug,augmented/0302.wav,ship_vessel
303_orig,original/0303.wav,ship_vessel
303_aug,augmented/0303.wav,ship_vessel
304_orig,original/0304.wav,ship_vessel
304_aug,augmented/0304.wav,ship_vessel
305_orig,original/0305.wav,ship_vessel
305_aug,augmented/0305.wav,ship_vessel
306_orig,original/0306.wav,ship_vessel
306_aug,augmented/0306.wav,ship_vessel
307_orig,original/0307.wav,ship_vessel
307_aug,augmented/0307.wav,ship_vessel
308_orig,original/0308.wav,ship_vessel
308_aug,augmented/0308.wav,ship_vessel
309_orig,original/0309.wav,ship_vessel
309_aug,augmented/0309.wav,ship_vessel
310_orig,original/0310.wav,ship_vessel
310_aug,augmented/0310.wav,ship_vessel
311_orig,original/0311.wav,ship_vessel
311_aug,augmented/0311.wav,ship_vessel
312_orig,original/0312.wav,ship_vessel
312_aug,augmented/0312.wav,ship_vessel
313_orig,original/0313.wav,ship_vessel
313_aug,augmented/0313.wav,ship_vessel
314_orig,original/0314.wav,ship_vessel
314_aug,augmented/0314.wav,ship_vessel
315_orig,original/0315.wav,ship_vessel
315_aug,augmented/0315.wav,ship_vessel
316_orig,original/0316.wav,ship_vessel
316_aug,augmented/0316.wav,ship_vessel
317_orig,original/0317.wav,ship_vessel
317_aug,augmented/0317.wav,ship_vessel
318_orig,original/0318.wav,ship_vessel
318_aug,augmented/0318.wav,ship_vessel
319_orig,original/0319.wav,ship_vessel
319_aug,augmented/0319.wav,ship_vessel
320_orig,original/0320.wav,ship_vessel
320_aug,augmented/0320.wav,ship_vessel
321_orig,original/0321.wav,ship_vessel
321_aug,augmented/0321.wav,ship_vessel
322_orig,original/0322.wav,ship_vessel
322_aug,augmented/0322.wav,ship_vessel
323_orig,original/0323.wav,ship_vessel
323_aug,augmented/0323.wav,ship_vessel
324_orig,original/0324.wav,ship_vessel
324_aug,augmented/0324.wav,ship_vessel
325_orig,original/0325.wav,ship_vessel
325_aug,augmented/0325.wav,ship_vessel
326_orig,original/0326.wav,ship_vessel
326_aug,augmented/0326.wav,ship_vessel
327_orig,original/0327.wav,ship_vessel
327_aug,augmented/0327.wav,ship_vessel
328_orig,original/0328.wav,ship_vessel
328_aug,augmented/0328.wav,ship_vessel
329_orig,original/0329.wav,ship_vessel
329_aug,augmented/0329.wav,ship_vessel
330_orig,original/0330.wav,ship_vessel
330_aug,augmented/0330.wav,ship_vessel
331_orig,original/0331.wav,ship_vessel
331_aug,augmented/0331.wav,ship_vessel
332_orig,original/0332.wav,ship_vessel
332_aug,augmented/0332.wav,ship_vessel
333_orig,original/0333.wav,ship_vessel
333_aug,augmented/0333.wav,ship_vessel
334_orig,original/0334.wav,ship_vessel
334_aug,augmented/0334.wav,ship_vessel
335_orig,original/0335.wav,ship_vessel
335_aug,augmented/0335.wav,ship_vessel
336_orig,original/0336.wav,ship_vessel
336_aug,augmented/0336.wav,ship_vessel
337_orig,original/0337.wav,ship_vessel
337_aug,augmented/0337.wav,ship_vessel
338_orig,original/0338.wav,ship_vessel
338_aug,augmented/0338.wav,ship_vessel
339_orig,original/0339.wav,ship_vessel
339_aug,augmented/0339.wav,ship_vessel
340_orig,original/0340.wav,ship_vessel
340_aug,augmented/0340.wav,ship_vessel
341_orig,original/0341.wav,ship_vessel
341_aug,augmented/0341.wav,ship_vessel
342_orig,original/0342.wav,ship_vessel
342_aug,augmented/0342.wav,ship_vessel
343_orig,original/0343.wav,ship_vessel
343_aug,augmented/0343.wav,ship_vessel
344_orig,original/0344.wav,ship_vessel
344_aug,augmented/0344.wav,ship_vessel
345_orig,original/0345.wav,ship_vessel
345_aug,augmented/0345.wav,ship_vessel
346_orig,original/0346.wav,ship_vessel
346_aug,augmented/0346.wav,ship_vessel
347_orig,original/0347.wav,ship_vessel
347_aug,augmented/0347.wav,ship_vessel
348_orig,original/0348.wav,ship_vessel
348_aug,augmented/0348.wav,ship_vessel
349_orig,original/0349.wav,ship_vessel
349_aug,augmented/0349.wav,ship_vessel
350_orig,original/0350.wav,ship_vessel
350_aug,augmented/0350.wav,ship_vessel
351_orig,original/0351.wav,ship_vessel
351_aug,augmented/0351.wav,ship_vessel
352_orig,original/0352.wav,ship_vessel
352_aug,augmented/0352.wav,ship_vessel
353_orig,original/0353.wav,ship_vessel
353_aug,augmented/0353.wav,ship_vessel
354_orig,original/0354.wav,ship_vessel
354_aug,augmented/0354.wav,ship_vessel
355_orig,original/0355.wav,ship_vessel
355_aug,augmented/0355.wav,ship_vessel
356_orig,original/0356.wav,ship_vessel
356_aug,augmented/0356.wav,ship_vessel
357_orig,original/0357.wav,ship_vessel
357_aug,augmented/0357.wav,ship_vessel
358_orig,original/0358.wav,ship_vessel
358_aug,augmented/0358.wav,ship_vessel
359_orig,original/0359.wav,ship_vessel
359_aug,augmented/0359.wav,ship_vessel
360_orig,original/0360.wav,ship_vessel
360_aug,augmented/0360.wav,ship_vessel
361_orig,original/0361.wav,ship_vessel
361_aug,augmented/0361.wav,ship_vessel
362_orig,original/0362.wav,ship_vessel
362_aug,augmented/0362.wav,ship_vessel
363_orig,original/0363.wav,ship_vessel
363_aug,augmented/0363.wav,ship_vessel
364_orig,original/0364.wav,ship_vessel
364_aug,augmented/0364.wav,ship_vessel
365_orig,original/0365.wav,ship_vessel
365_aug,augmented/0365.wav,ship_vessel
